"p.geomean"	"stat.mean"	"p.val"	"q.val"	"set.size"	"exp1"
"GO:0045069 regulation of viral genome replication"	0.0550518879927191	1.61162716941309	0.0550518879927191	0.832665946356283	61	0.0550518879927191
"GO:0045824 negative regulation of innate immune response"	0.0590317257977871	1.58508355865721	0.0590317257977872	0.832665946356283	32	0.0590317257977871
"GO:0050792 regulation of viral process"	0.0618590643805896	1.54467824418764	0.0618590643805896	0.832665946356283	125	0.0618590643805896
"GO:0022610 biological adhesion"	0.0651860746442434	1.51439179772981	0.0651860746442434	0.832665946356283	474	0.0651860746442434
"GO:0048146 positive regulation of fibroblast proliferation"	0.0656350553212785	1.54053332606085	0.0656350553212786	0.832665946356283	38	0.0656350553212786
"GO:1903900 regulation of viral life cycle"	0.06644865172877	1.50930281199558	0.06644865172877	0.832665946356283	99	0.06644865172877
"GO:0071345 cellular response to cytokine stimulus"	0.0664794814354259	1.5071396881953	0.0664794814354259	0.832665946356283	189	0.0664794814354259
"GO:0019884 antigen processing and presentation of exogenous antigen"	0.0683835172041606	1.50214228324528	0.0683835172041607	0.832665946356283	53	0.0683835172041606
"GO:0045089 positive regulation of innate immune response"	0.0702981322158905	1.4785552234795	0.0702981322158906	0.832665946356283	125	0.0702981322158905
"GO:0048145 regulation of fibroblast proliferation"	0.0715331197226687	1.4803678863509	0.0715331197226687	0.832665946356283	65	0.0715331197226687
"GO:0071346 cellular response to interferon-gamma"	0.0726338664483626	1.47410912117048	0.0726338664483626	0.832665946356283	36	0.0726338664483626
"GO:0007346 regulation of mitotic cell cycle"	0.0758569430479962	1.4354026048139	0.0758569430479962	0.832665946356283	345	0.0758569430479962
"GO:0002478 antigen processing and presentation of exogenous peptide antigen"	0.078241827368929	1.4322271435761	0.0782418273689291	0.832665946356283	46	0.0782418273689291
"GO:0007155 cell adhesion"	0.0799596012713301	1.40684372917586	0.0799596012713301	0.832665946356283	467	0.0799596012713301
"GO:0002682 regulation of immune system process"	0.0814933355485812	1.39573702504313	0.0814933355485813	0.832665946356283	941	0.0814933355485812
"GO:0002792 negative regulation of peptide secretion"	0.0835661689123084	1.3918498602693	0.0835661689123084	0.832665946356283	83	0.0835661689123084
"GO:0060338 regulation of type I interferon-mediated signaling pathway"	0.0835952678459454	1.41394656612819	0.0835952678459454	0.832665946356283	17	0.0835952678459454
"GO:0043903 regulation of symbiosis, encompassing mutualism through parasitism"	0.0844173713486386	1.37936278416377	0.0844173713486387	0.832665946356283	148	0.0844173713486386
"GO:0035457 cellular response to interferon-alpha"	0.0913204192892421	1.3835405088703	0.0913204192892422	0.832665946356283	12	0.0913204192892421
"GO:1901990 regulation of mitotic cell cycle phase transition"	0.0918752079474038	1.33268774944391	0.0918752079474038	0.832665946356283	188	0.0918752079474038
"GO:1901987 regulation of cell cycle phase transition"	0.0926518737338358	1.32768774521355	0.0926518737338358	0.832665946356283	201	0.0926518737338358
"GO:0008284 positive regulation of cell proliferation"	0.0930482126834012	1.32319979460713	0.0930482126834012	0.832665946356283	584	0.0930482126834012
"GO:0001961 positive regulation of cytokine-mediated signaling pathway"	0.095513015608955	1.33354669923159	0.0955130156089551	0.832665946356283	27	0.095513015608955
"GO:0060760 positive regulation of response to cytokine stimulus"	0.0959190287344949	1.32986017175911	0.095919028734495	0.832665946356283	28	0.095919028734495
"GO:0051048 negative regulation of secretion"	0.0983866347762736	1.29574950815808	0.0983866347762736	0.832665946356283	135	0.0983866347762736
"GO:0050830 defense response to Gram-positive bacterium"	0.098617800988208	1.29679475875182	0.098617800988208	0.832665946356283	60	0.0986178009882079
"GO:0048002 antigen processing and presentation of peptide antigen"	0.0997351422610044	1.28980135368467	0.0997351422610044	0.832665946356283	72	0.0997351422610044
"GO:0006953 acute-phase response"	0.099845897547131	1.32657408118713	0.099845897547131	0.832665946356283	20	0.099845897547131
"GO:0043900 regulation of multi-organism process"	0.101610460745858	1.27375872636854	0.101610460745858	0.832665946356283	324	0.101610460745858
"GO:0009262 deoxyribonucleotide metabolic process"	0.104403095776992	1.28061155922396	0.104403095776992	0.832665946356283	23	0.104403095776992
"GO:0002526 acute inflammatory response"	0.104473049892345	1.2734203001603	0.104473049892345	0.832665946356283	45	0.104473049892345
"GO:0000819 sister chromatid segregation"	0.105396795198019	1.28015724720015	0.105396795198019	0.832665946356283	23	0.105396795198019
"GO:0045071 negative regulation of viral genome replication"	0.106356316756608	1.25874214460237	0.106356316756608	0.832665946356283	39	0.106356316756608
"GO:0007019 microtubule depolymerization"	0.108200921168426	1.29291572834175	0.108200921168426	0.832665946356283	13	0.108200921168426
"GO:0048525 negative regulation of viral process"	0.109515992936262	1.23491071073108	0.109515992936262	0.832665946356283	71	0.109515992936262
"GO:0019835 cytolysis"	0.110110304414015	1.2545005459663	0.110110304414015	0.832665946356283	17	0.110110304414015
"GO:0060759 regulation of response to cytokine stimulus"	0.110929338993684	1.22765241995127	0.110929338993684	0.832665946356283	74	0.110929338993684
"GO:0000075 cell cycle checkpoint"	0.112492765994411	1.21796663343527	0.112492765994411	0.832665946356283	120	0.112492765994411
"GO:0009263 deoxyribonucleotide biosynthetic process"	0.113506183172137	1.26756619961792	0.113506183172137	0.832665946356283	11	0.113506183172137
"GO:0050776 regulation of immune response"	0.114355786943579	1.20455472065135	0.114355786943578	0.832665946356283	465	0.114355786943579
"GO:1901566 organonitrogen compound biosynthetic process"	0.114719809613137	1.20251043914565	0.114719809613137	0.832665946356283	644	0.114719809613137
"GO:0098813 nuclear chromosome segregation"	0.11506658185811	1.21711903531786	0.11506658185811	0.832665946356283	32	0.11506658185811
"GO:0007160 cell-matrix adhesion"	0.115166558488866	1.21004632699685	0.115166558488866	0.832665946356283	64	0.115166558488866
"GO:0001959 regulation of cytokine-mediated signaling pathway"	0.115983398387798	1.20175407287793	0.115983398387798	0.832665946356283	68	0.115983398387798
"GO:0090102 cochlea development"	0.116039486328495	1.2333584618082	0.116039486328495	0.832665946356283	15	0.116039486328495
"GO:0019221 cytokine-mediated signaling pathway"	0.118312600034641	1.18695933831011	0.118312600034641	0.832665946356283	162	0.118312600034641
"GO:0070663 regulation of leukocyte proliferation"	0.119098127087972	1.18264742567856	0.119098127087972	0.832665946356283	171	0.119098127087972
"GO:1902749 regulation of cell cycle G2/M phase transition"	0.119158988419488	1.1875077400149	0.119158988419488	0.832665946356283	61	0.119158988419488
"GO:0036119 response to platelet-derived growth factor"	0.119246216394172	1.24419625578224	0.119246216394172	0.832665946356283	12	0.119246216394172
"GO:0036120 cellular response to platelet-derived growth factor stimulus"	0.11934403936091	1.25076221314808	0.11934403936091	0.832665946356283	11	0.11934403936091
"GO:0031589 cell-substrate adhesion"	0.119749757565792	1.18217568741215	0.119749757565792	0.832665946356283	102	0.119749757565792
"GO:0071241 cellular response to inorganic substance"	0.120516171635017	1.17694156522207	0.120516171635017	0.832665946356283	120	0.120516171635017
"GO:0051188 cofactor biosynthetic process"	0.120682256156688	1.17524928777438	0.120682256156688	0.832665946356283	138	0.120682256156688
"GO:0031109 microtubule polymerization or depolymerization"	0.120877292435385	1.1977477643762	0.120877292435385	0.832665946356283	21	0.120877292435385
"GO:0010389 regulation of G2/M transition of mitotic cell cycle"	0.121130044149812	1.17867568026904	0.121130044149813	0.832665946356283	55	0.121130044149812
"GO:0039535 regulation of RIG-I signaling pathway"	0.121699829669294	1.22181218389954	0.121699829669294	0.832665946356283	10	0.121699829669294
"GO:0031349 positive regulation of defense response"	0.122193008759647	1.16586555866718	0.122193008759647	0.832665946356283	195	0.122193008759647
"GO:0000302 response to reactive oxygen species"	0.123181717887562	1.16277368004753	0.123181717887562	0.832665946356283	149	0.123181717887562
"GO:0042129 regulation of T cell proliferation"	0.124306418635708	1.15811739361269	0.124306418635708	0.832665946356283	121	0.124306418635708
"GO:0071222 cellular response to lipopolysaccharide"	0.126335262869107	1.14877526577987	0.126335262869106	0.832665946356283	108	0.126335262869106
"GO:0050670 regulation of lymphocyte proliferation"	0.126630904538918	1.14552549502738	0.126630904538918	0.832665946356283	165	0.126630904538918
"GO:0039531 regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway"	0.127068078190192	1.18101634089461	0.127068078190192	0.832665946356283	12	0.127068078190192
"GO:0007018 microtubule-based movement"	0.127190312875182	1.14194520403046	0.127190312875183	0.832665946356283	174	0.127190312875182
"GO:0032944 regulation of mononuclear cell proliferation"	0.127646734257782	1.14057612225761	0.127646734257783	0.832665946356283	167	0.127646734257782
"GO:0008360 regulation of cell shape"	0.128308995324273	1.13942074263098	0.128308995324273	0.832665946356283	110	0.128308995324273
"GO:0019882 antigen processing and presentation"	0.129648672339049	1.13121620827932	0.129648672339049	0.832665946356283	106	0.129648672339049
"GO:0050778 positive regulation of immune response"	0.129743071319299	1.12880248702818	0.129743071319299	0.832665946356283	317	0.129743071319299
"GO:0051051 negative regulation of transport"	0.130029669702251	1.12738717949457	0.130029669702251	0.832665946356283	340	0.130029669702251
"GO:0071219 cellular response to molecule of bacterial origin"	0.130647397099637	1.1277393947141	0.130647397099637	0.832665946356283	114	0.130647397099637
"GO:0002830 positive regulation of type 2 immune response"	0.131357505827687	1.16277013502552	0.131357505827687	0.832665946356283	14	0.131357505827687
"GO:0030261 chromosome condensation"	0.133823668829773	1.12923390125495	0.133823668829773	0.832665946356283	20	0.133823668829773
"GO:0051249 regulation of lymphocyte activation"	0.134461640491849	1.10705179824122	0.134461640491849	0.832665946356283	301	0.134461640491849
"GO:0010639 negative regulation of organelle organization"	0.134659341631015	1.10622498973315	0.134659341631015	0.832665946356283	261	0.134659341631015
"GO:0043901 negative regulation of multi-organism process"	0.136919657339797	1.09676709135241	0.136919657339797	0.832665946356283	122	0.136919657339797
"GO:0002449 lymphocyte mediated immunity"	0.13784287378709	1.09930071798963	0.13784287378709	0.832665946356283	45	0.13784287378709
"GO:1903901 negative regulation of viral life cycle"	0.138088718605387	1.09446752078878	0.138088718605387	0.832665946356283	59	0.138088718605387
"GO:0071103 DNA conformation change"	0.139631758231567	1.08606681761849	0.139631758231567	0.832665946356283	74	0.139631758231567
"GO:0050709 negative regulation of protein secretion"	0.139819076943267	1.08726798595764	0.139819076943267	0.832665946356283	80	0.139819076943267
"GO:0016064 immunoglobulin mediated immune response"	0.140371480721538	1.11454452977772	0.140371480721537	0.832665946356283	15	0.140371480721538
"GO:0006493 protein O-linked glycosylation"	0.142803630060241	1.08114897750948	0.142803630060241	0.832665946356283	39	0.142803630060241
"GO:0030198 extracellular matrix organization"	0.14290974548718	1.07051393391402	0.14290974548718	0.832665946356283	138	0.14290974548718
"GO:0043062 extracellular structure organization"	0.143280149262898	1.06883598781307	0.143280149262898	0.832665946356283	139	0.143280149262898
"GO:0001817 regulation of cytokine production"	0.14337178445652	1.06607249474537	0.14337178445652	0.832665946356283	424	0.14337178445652
"GO:0002428 antigen processing and presentation of peptide antigen via MHC class Ib"	0.144522049469182	1.09548157220984	0.144522049469182	0.832665946356283	10	0.144522049469182
"GO:0051261 protein depolymerization"	0.146431490713882	1.06838460698667	0.146431490713882	0.832665946356283	26	0.146431490713882
"GO:0031100 animal organ regeneration"	0.147146122186355	1.05343551735625	0.147146122186355	0.832665946356283	68	0.147146122186355
"GO:0002716 negative regulation of natural killer cell mediated immunity"	0.147708306931774	1.07839394149097	0.147708306931774	0.832665946356283	11	0.147708306931774
"GO:0097306 cellular response to alcohol"	0.148035989206993	1.0555338898939	0.148035989206993	0.832665946356283	47	0.148035989206993
"GO:0045953 negative regulation of natural killer cell mediated cytotoxicity"	0.148501893789361	1.07750618381729	0.148501893789361	0.832665946356283	10	0.148501893789361
"GO:0007093 mitotic cell cycle checkpoint"	0.148553134691633	1.04794759676504	0.148553134691633	0.832665946356283	81	0.148553134691633
"GO:0032392 DNA geometric change"	0.151377770512501	1.03736778542577	0.151377770512501	0.832665946356283	43	0.151377770512501
"GO:0002443 leukocyte mediated immunity"	0.151716979787626	1.03524825519439	0.151716979787626	0.832665946356283	56	0.151716979787626
"GO:0071216 cellular response to biotic stimulus"	0.152368671396025	1.0294964254283	0.152368671396025	0.832665946356283	128	0.152368671396025
"GO:1990266 neutrophil migration"	0.152424302482822	1.03662675040445	0.152424302482822	0.832665946356283	44	0.152424302482822
"GO:0097530 granulocyte migration"	0.153034936925647	1.03251045661159	0.153034936925647	0.832665946356283	50	0.153034936925647
"GO:0071396 cellular response to lipid"	0.153596644367448	1.02244613922757	0.153596644367448	0.832665946356283	257	0.153596644367448
"GO:0051224 negative regulation of protein transport"	0.154599951255529	1.01924516580362	0.154599951255529	0.832665946356283	158	0.154599951255529
"GO:0030593 neutrophil chemotaxis"	0.154930330721577	1.02672596393149	0.154930330721577	0.832665946356283	41	0.154930330721577
"GO:0071621 granulocyte chemotaxis"	0.154942156496552	1.02525231127761	0.154942156496552	0.832665946356283	46	0.154942156496552
"GO:0007088 regulation of mitotic nuclear division"	0.155871454430697	1.01489397431491	0.155871454430697	0.832665946356283	112	0.155871454430697
"GO:2001251 negative regulation of chromosome organization"	0.156326020460648	1.01414652264449	0.156326020460648	0.832665946356283	89	0.156326020460648
"GO:1903531 negative regulation of secretion by cell"	0.156515851547787	1.01213501728687	0.156515851547787	0.832665946356283	120	0.156515851547787
"GO:1904950 negative regulation of establishment of protein localization"	0.156552848470909	1.01099523238454	0.156552848470909	0.832665946356283	160	0.156552848470909
"GO:0006323 DNA packaging"	0.157353210901891	1.01730676797239	0.157353210901891	0.832665946356283	26	0.157353210901891
"GO:0051301 cell division"	0.158458947065671	1.00166981586355	0.158458947065671	0.832665946356283	340	0.158458947065671
"GO:0019724 B cell mediated immunity"	0.158781272618129	1.02223117064532	0.158781272618129	0.832665946356283	19	0.158781272618129
"GO:0071248 cellular response to metal ion"	0.159171760238147	1.00185527206275	0.159171760238147	0.832665946356283	100	0.159171760238147
"GO:0043624 cellular protein complex disassembly"	0.159336336761899	1.00651210663922	0.159336336761899	0.832665946356283	37	0.159336336761899
"GO:0050921 positive regulation of chemotaxis"	0.160243621871152	0.998267690385373	0.160243621871152	0.832665946356283	87	0.160243621871152
"GO:0002720 positive regulation of cytokine production involved in immune response"	0.160565043786228	1.00477822031831	0.160565043786228	0.832665946356283	30	0.160565043786228
"GO:0002694 regulation of leukocyte activation"	0.160614982594828	0.992948342648071	0.160614982594828	0.832665946356283	346	0.160614982594828
"GO:0006612 protein targeting to membrane"	0.161198109160037	1.0008975730502	0.161198109160037	0.832665946356283	39	0.161198109160037
"GO:0050865 regulation of cell activation"	0.162831868977522	0.983800674856267	0.162831868977522	0.832665946356283	370	0.162831868977522
"GO:0006928 movement of cell or subcellular component"	0.16351365186047	0.980466686711277	0.16351365186047	0.832665946356283	800	0.16351365186047
"GO:0042089 cytokine biosynthetic process"	0.163937774797969	0.998796358045135	0.163937774797969	0.832665946356283	13	0.163937774797969
"GO:0050906 detection of stimulus involved in sensory perception"	0.164833073805582	0.978987385939282	0.164833073805582	0.832665946356283	85	0.164833073805582
"GO:0031099 regeneration"	0.164902773542771	0.976653345863946	0.164902773542771	0.832665946356283	114	0.164902773542771
"GO:0002479 antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent"	0.165393878140359	0.988411010888458	0.165393878140359	0.832665946356283	25	0.165393878140359
"GO:0002931 response to ischemia"	0.165451514483652	0.992920158911201	0.165451514483652	0.832665946356283	23	0.165451514483652
"GO:0007044 cell-substrate junction assembly"	0.165745185212191	0.985292872424816	0.165745185212191	0.832665946356283	32	0.165745185212191
"GO:0032480 negative regulation of type I interferon production"	0.166118194402476	0.984453113756441	0.166118194402476	0.832665946356283	18	0.166118194402476
"GO:0007063 regulation of sister chromatid cohesion"	0.166371855562525	1.00126278943992	0.166371855562525	0.832665946356283	15	0.166371855562525
"GO:0050710 negative regulation of cytokine secretion"	0.16682964296119	0.979063568217657	0.16682964296119	0.832665946356283	36	0.16682964296119
"GO:0002483 antigen processing and presentation of endogenous peptide antigen"	0.167327869013166	0.986292354238764	0.167327869013166	0.832665946356283	14	0.167327869013166
"GO:0006979 response to oxidative stress"	0.167487936651489	0.965253275201752	0.167487936651489	0.832665946356283	276	0.167487936651489
"GO:0045930 negative regulation of mitotic cell cycle"	0.167543430040285	0.965905673398576	0.167543430040285	0.832665946356283	155	0.167543430040285
"GO:0002791 regulation of peptide secretion"	0.169418742449388	0.957397920951643	0.169418742449388	0.832665946356283	306	0.169418742449388
"GO:0042590 antigen processing and presentation of exogenous peptide antigen via MHC class I"	0.169463749673696	0.969693901385286	0.169463749673696	0.832665946356283	29	0.169463749673696
"GO:0034446 substrate adhesion-dependent cell spreading"	0.169569151945389	0.969135402258975	0.169569151945389	0.832665946356283	33	0.169569151945389
"GO:0018149 peptide cross-linking"	0.169958615523155	0.982307696324417	0.169958615523155	0.832665946356283	17	0.169958615523155
"GO:2001242 regulation of intrinsic apoptotic signaling pathway"	0.170207652522678	0.955882252298504	0.170207652522678	0.832665946356283	131	0.170207652522678
"GO:0071379 cellular response to prostaglandin stimulus"	0.170234063639071	0.981156313183209	0.170234063639071	0.832665946356283	17	0.170234063639072
"GO:0071380 cellular response to prostaglandin E stimulus"	0.170418479694268	0.987328800330354	0.170418479694268	0.832665946356283	14	0.170418479694268
"GO:0008347 glial cell migration"	0.170427732269915	0.982343263616393	0.170427732269915	0.832665946356283	16	0.170427732269915
"GO:0019886 antigen processing and presentation of exogenous peptide antigen via MHC class II"	0.170600856343446	0.992776675185175	0.170600856343446	0.832665946356283	11	0.170600856343446
"GO:0006801 superoxide metabolic process"	0.171096927041639	0.968842672462782	0.171096927041639	0.832665946356283	22	0.171096927041639
"GO:0002495 antigen processing and presentation of peptide antigen via MHC class II"	0.171619746073284	0.980625620404875	0.171619746073284	0.832665946356283	13	0.171619746073284
"GO:0072337 modified amino acid transport"	0.172511254442679	0.995512975031367	0.17251125444268	0.832665946356283	10	0.172511254442679
"GO:0034329 cell junction assembly"	0.172575388579697	0.948784337379426	0.172575388579697	0.832665946356283	79	0.172575388579697
"GO:0046394 carboxylic acid biosynthetic process"	0.172696826821595	0.945456504232372	0.172696826821595	0.832665946356283	179	0.172696826821595
"GO:0071333 cellular response to glucose stimulus"	0.17280227869749	0.951796448244595	0.17280227869749	0.832665946356283	47	0.17280227869749
"GO:0006779 porphyrin-containing compound biosynthetic process"	0.172826836303655	0.960676047385681	0.172826836303655	0.832665946356283	24	0.172826836303655
"GO:0051783 regulation of nuclear division"	0.173213128498938	0.943858046531106	0.173213128498938	0.832665946356283	133	0.173213128498938
"GO:0016053 organic acid biosynthetic process"	0.173217993055007	0.943398647655156	0.173217993055007	0.832665946356283	180	0.173217993055007
"GO:0071331 cellular response to hexose stimulus"	0.173638169132123	0.948269562455343	0.173638169132123	0.832665946356283	48	0.173638169132123
"GO:0015807 L-amino acid transport"	0.17388468325059	0.952542358733531	0.17388468325059	0.832665946356283	32	0.17388468325059
"GO:0010564 regulation of cell cycle process"	0.174055561360205	0.93887040696277	0.174055561360205	0.832665946356283	407	0.174055561360205
"GO:0071326 cellular response to monosaccharide stimulus"	0.174093863038106	0.94626825035181	0.174093863038106	0.832665946356283	49	0.174093863038106
"GO:0042743 hydrogen peroxide metabolic process"	0.174157297688744	0.961451895711187	0.174157297688744	0.832665946356283	18	0.174157297688744
"GO:1902476 chloride transmembrane transport"	0.174296201345645	0.952455254368955	0.174296201345645	0.832665946356283	29	0.174296201345645
"GO:0035987 endodermal cell differentiation"	0.174327529213385	0.955478149764978	0.174327529213385	0.832665946356283	24	0.174327529213385
"GO:0006954 inflammatory response"	0.174528310236439	0.937536658638202	0.174528310236439	0.832665946356283	278	0.174528310236439
"GO:0009165 nucleotide biosynthetic process"	0.174571025466408	0.937778213032784	0.174571025466408	0.832665946356283	147	0.174571025466408
"GO:0042398 cellular modified amino acid biosynthetic process"	0.174668759608152	0.951454807125623	0.174668759608152	0.832665946356283	28	0.174668759608152
"GO:0015804 neutral amino acid transport"	0.174785489645514	0.962718898993485	0.174785489645514	0.832665946356283	17	0.174785489645514
"GO:0001558 regulation of cell growth"	0.174816115861472	0.936440111971722	0.174816115861472	0.832665946356283	293	0.174816115861472
"GO:0007094 mitotic spindle assembly checkpoint"	0.174928093120146	0.958028370490165	0.174928093120146	0.832665946356283	19	0.174928093120146
"GO:0071173 spindle assembly checkpoint"	0.174928093120146	0.958028370490165	0.174928093120146	0.832665946356283	19	0.174928093120146
"GO:0033014 tetrapyrrole biosynthetic process"	0.175123951193109	0.949177324597883	0.175123951193109	0.832665946356283	27	0.175123951193109
"GO:0098661 inorganic anion transmembrane transport"	0.175512508886812	0.945593236811484	0.175512508886812	0.832665946356283	33	0.175512508886812
"GO:0003333 amino acid transmembrane transport"	0.17589691707668	0.948717772070259	0.175896917076679	0.832665946356283	25	0.17589691707668
"GO:0006626 protein targeting to mitochondrion"	0.175903383454333	0.957219520708173	0.175903383454333	0.832665946356283	17	0.175903383454333
"GO:0071312 cellular response to alkaloid"	0.176224048477166	0.944196550446896	0.176224048477167	0.832665946356283	20	0.176224048477166
"GO:0030155 regulation of cell adhesion"	0.176806619761197	0.928197693510617	0.176806619761197	0.832665946356283	484	0.176806619761197
"GO:0071560 cellular response to transforming growth factor beta stimulus"	0.176907449996845	0.936725088882662	0.176907449996845	0.832665946356283	42	0.176907449996845
"GO:0031333 negative regulation of protein complex assembly"	0.177148565864099	0.930043861812838	0.177148565864099	0.832665946356283	85	0.177148565864099
"GO:0071347 cellular response to interleukin-1"	0.177365732903937	0.933783119981367	0.177365732903937	0.832665946356283	47	0.177365732903937
"GO:0000904 cell morphogenesis involved in differentiation"	0.177367540835802	0.929248735036361	0.177367540835802	0.832665946356283	92	0.177367540835802
"GO:0002504 antigen processing and presentation of peptide or polysaccharide antigen via MHC class II"	0.17740054406741	0.947594390581987	0.17740054406741	0.832665946356283	17	0.17740054406741
"GO:0071773 cellular response to BMP stimulus"	0.177696810261352	0.94602648819146	0.177696810261352	0.832665946356283	20	0.177696810261352
"GO:0071772 response to BMP"	0.177696810261352	0.94602648819146	0.177696810261352	0.832665946356283	20	0.177696810261352
"GO:0050920 regulation of chemotaxis"	0.177772408103874	0.926258271075489	0.177772408103874	0.832665946356283	139	0.177772408103874
"GO:0032103 positive regulation of response to external stimulus"	0.177979710279778	0.924744819403953	0.177979710279778	0.832665946356283	186	0.177979710279778
"GO:0002244 hematopoietic progenitor cell differentiation"	0.178234853505979	0.924953640104017	0.178234853505979	0.832665946356283	91	0.178234853505979
"GO:0050910 detection of mechanical stimulus involved in sensory perception of sound"	0.178379677334613	0.963944703825578	0.178379677334613	0.832665946356283	11	0.178379677334613
"GO:0002684 positive regulation of immune system process"	0.178609583968885	0.921107632240637	0.178609583968885	0.832665946356283	565	0.178609583968885
"GO:1901293 nucleoside phosphate biosynthetic process"	0.178677368638142	0.921864832270149	0.178677368638142	0.832665946356283	150	0.178677368638142
"GO:0010935 regulation of macrophage cytokine production"	0.179369352035173	0.951925011386525	0.179369352035173	0.832665946356283	12	0.179369352035173
"GO:0006821 chloride transport"	0.179516066862384	0.92613206779834	0.179516066862384	0.832665946356283	45	0.179516066862384
"GO:0031577 spindle checkpoint"	0.179682113408801	0.933610910341862	0.179682113408801	0.832665946356283	24	0.179682113408801
"GO:0050974 detection of mechanical stimulus involved in sensory perception"	0.179916824035794	0.935311279400629	0.179916824035794	0.832665946356283	21	0.179916824035794
"GO:1903409 reactive oxygen species biosynthetic process"	0.18032079900281	0.950691915875951	0.18032079900281	0.832665946356283	12	0.18032079900281
"GO:0033048 negative regulation of mitotic sister chromatid segregation"	0.180460936120194	0.931387229437362	0.180460936120194	0.832665946356283	23	0.180460936120194
"GO:0043516 regulation of DNA damage response, signal transduction by p53 class mediator"	0.180463562030179	0.926868984826202	0.180463562030179	0.832665946356283	25	0.180463562030179
"GO:0033046 negative regulation of sister chromatid segregation"	0.18066330435132	0.929740463035559	0.18066330435132	0.832665946356283	24	0.18066330435132
"GO:0015698 inorganic anion transport"	0.180692456123949	0.919384342142926	0.18069245612395	0.832665946356283	58	0.18069245612395
