"p.geomean"	"stat.mean"	"p.val"	"q.val"	"set.size"	"exp1"
"GO:0098589 membrane region"	0.410330259298469	0.226811657661588	0.410330259298469	0.852005205729463	286	0.410330259298469
"GO:0009897 external side of plasma membrane"	0.411205335319113	0.224594984347775	0.411205335319113	0.852005205729463	199	0.411205335319113
"GO:0005753 mitochondrial proton-transporting ATP synthase complex"	0.411595040365323	0.227336239620142	0.411595040365323	0.852005205729463	16	0.411595040365323
"GO:0045259 proton-transporting ATP synthase complex"	0.411595040365323	0.227336239620142	0.411595040365323	0.852005205729463	16	0.411595040365323
"GO:0005770 late endosome"	0.411801463772263	0.223148642915181	0.411801463772263	0.852005205729463	127	0.411801463772263
"GO:0098797 plasma membrane protein complex"	0.412980488443773	0.220145936666633	0.412980488443773	0.852005205729463	168	0.412980488443773
"GO:0016234 inclusion body"	0.424181786742779	0.191735276762143	0.424181786742779	0.852005205729463	55	0.424181786742779
"GO:0009898 cytoplasmic side of plasma membrane"	0.42457404441856	0.190902390005667	0.42457404441856	0.852005205729463	40	0.42457404441856
"GO:0045263 proton-transporting ATP synthase complex, coupling factor F(o)"	0.425384578397899	0.193596459317406	0.425384578397899	0.852005205729463	10	0.425384578397899
"GO:0097038 perinuclear endoplasmic reticulum"	0.429035313813724	0.181543982733766	0.429035313813724	0.852005205729463	12	0.429035313813724
"GO:0005622 intracellular"	0.432596060288827	0.16979624079636	0.432596060288827	0.852005205729463	791	0.432596060288827
"GO:0044441 ciliary part"	0.435584561562574	0.162248855324423	0.435584561562574	0.852005205729463	281	0.435584561562574
"GO:0005913 cell-cell adherens junction"	0.438040242510144	0.156453868082176	0.438040242510144	0.852005205729463	46	0.438040242510144
"GO:0030315 T-tubule"	0.446493407619951	0.135690973378181	0.446493407619951	0.852005205729463	28	0.446493407619951
"GO:0098562 cytoplasmic side of membrane"	0.45163520387406	0.121923339011228	0.45163520387406	0.852005205729463	46	0.45163520387406
"GO:0008305 integrin complex"	0.451896166997659	0.121739634649007	0.451896166997659	0.852005205729463	29	0.451896166997659
"GO:0098636 protein complex involved in cell adhesion"	0.451896166997659	0.121739634649007	0.451896166997659	0.852005205729463	29	0.451896166997659
"GO:0005740 mitochondrial envelope"	0.452118859320426	0.122534830446657	0.452118859320426	0.852005205729463	14	0.452118859320426
"GO:0001772 immunological synapse"	0.452314335792932	0.120468222701946	0.452314335792932	0.852005205729463	31	0.452314335792932
"GO:0043235 receptor complex"	0.452500731946545	0.119414609659771	0.452500731946545	0.852005205729463	229	0.452500731946545
"GO:0005887 integral component of plasma membrane"	0.453519495064225	0.116799312370295	0.453519495064225	0.852005205729463	603	0.453519495064225
"GO:0031965 nuclear membrane"	0.457133804275049	0.107729815986942	0.457133804275049	0.852005205729463	228	0.457133804275049
"GO:0061702 inflammasome complex"	0.458810109924364	0.105601593517295	0.458810109924364	0.852005205729463	13	0.458810109924364
"GO:0005685 U1 snRNP"	0.459022077986143	0.104587509333124	0.459022077986143	0.852005205729463	16	0.459022077986143
"GO:0031226 intrinsic component of plasma membrane"	0.459738774165779	0.101112107877868	0.459738774165779	0.852005205729463	652	0.459738774165779
"GO:0005721 pericentric heterochromatin"	0.460312525637742	0.101210684851785	0.460312525637742	0.852005205729463	16	0.460312525637742
"GO:0016469 proton-transporting two-sector ATPase complex"	0.462826778713208	0.094177748432568	0.462826778713208	0.852005205729463	28	0.462826778713208
"GO:0031258 lamellipodium membrane"	0.464924877837375	0.0894887496109028	0.464924877837375	0.852005205729463	15	0.464924877837375
"GO:0005637 nuclear inner membrane"	0.468333026092483	0.0799310478080547	0.468333026092483	0.852005205729463	31	0.468333026092483
"GO:0042629 mast cell granule"	0.469986843997844	0.0763407308233064	0.469986843997844	0.852005205729463	18	0.469986843997844
"GO:0005885 Arp2/3 protein complex"	0.471943870490431	0.0722639514898286	0.471943870490431	0.852005205729463	10	0.471943870490431
"GO:0031461 cullin-RING ubiquitin ligase complex"	0.475444089296689	0.061654684259794	0.475444089296689	0.852005205729463	134	0.475444089296689
"GO:0120025 plasma membrane bounded cell projection"	0.476016355386845	0.0601623691629899	0.476016355386845	0.852005205729463	992	0.476016355386845
"GO:0070469 respiratory chain"	0.476779963924952	0.0596882771144202	0.476779963924952	0.852005205729463	11	0.476779963924952
"GO:0000502 proteasome complex"	0.478283112587641	0.0546524906074287	0.478283112587641	0.852005205729463	62	0.478283112587641
"GO:1905369 endopeptidase complex"	0.478283112587641	0.0546524906074287	0.478283112587641	0.852005205729463	62	0.478283112587641
"GO:0044454 nuclear chromosome part"	0.479604125186035	0.0511619922115123	0.479604125186035	0.852005205729463	437	0.479604125186035
"GO:0005687 U4 snRNP"	0.481056652357455	0.0488311875620829	0.481056652357455	0.852005205729463	10	0.481056652357455
"GO:0031201 SNARE complex"	0.482220804553071	0.0448508090543652	0.482220804553071	0.852005205729463	38	0.482220804553071
"GO:0042555 MCM complex"	0.482983803020195	0.0436815846216601	0.482983803020195	0.852005205729463	11	0.482983803020195
"GO:0033177 proton-transporting two-sector ATPase complex, proton-transporting domain"	0.484429629979125	0.0396106387313329	0.484429629979125	0.852005205729463	18	0.484429629979125
"GO:0032809 neuronal cell body membrane"	0.488301774870212	0.0298111853814647	0.488301774870212	0.852005205729463	16	0.488301774870212
"GO:0030864 cortical actin cytoskeleton"	0.493263323788058	0.0169989394971758	0.493263323788058	0.852005205729463	35	0.493263323788058
"GO:0044298 cell body membrane"	0.493304796003603	0.0170427146449019	0.493304796003603	0.852005205729463	17	0.493304796003603
"GO:0034709 methylosome"	0.493356432086509	0.0170336026100152	0.493356432086509	0.852005205729463	12	0.493356432086509
"GO:0033017 sarcoplasmic reticulum membrane"	0.49346134710837	0.0165301641305939	0.49346134710837	0.852005205729463	27	0.49346134710837
"GO:0005779 integral component of peroxisomal membrane"	0.493601954733693	0.0163678064977231	0.493601954733693	0.852005205729463	13	0.493601954733693
"GO:0016323 basolateral plasma membrane"	0.494411772727697	0.0140266372170869	0.494411772727697	0.852005205729463	136	0.494411772727697
"GO:0031082 BLOC complex"	0.494678311167273	0.0135589516034461	0.494678311167273	0.852005205729463	16	0.494678311167273
"GO:0032588 trans-Golgi network membrane"	0.494797696467215	0.0132897283278768	0.494797696467215	0.852005205729463	14	0.494797696467215
"GO:0031231 intrinsic component of peroxisomal membrane"	0.498188020833739	0.00462818574148606	0.498188020833739	0.852005205729463	14	0.498188020833739
"GO:0044451 nucleoplasm part"	0.0300157009113373	-1.88354802467378	0.0300157009113373	0.701107632391143	654	0.0300157009113373
"GO:1990234 transferase complex"	0.0463223672265833	-1.68364975568984	0.0463223672265834	0.701107632391143	597	0.0463223672265834
"GO:0000139 Golgi membrane"	0.0621555333497759	-1.53971863346174	0.0621555333497759	0.701107632391143	388	0.0621555333497759
"GO:0030054 cell junction"	0.0729532539520961	-1.4552647994225	0.0729532539520961	0.701107632391143	898	0.072953253952096
"GO:0043209 myelin sheath"	0.0748330704954364	-1.44576380822024	0.0748330704954365	0.701107632391143	163	0.0748330704954364
"GO:0030529 intracellular ribonucleoprotein complex"	0.076671794780919	-1.4293261847098	0.076671794780919	0.701107632391143	645	0.076671794780919
"GO:1990904 ribonucleoprotein complex"	0.076671794780919	-1.4293261847098	0.076671794780919	0.701107632391143	645	0.076671794780919
"GO:0044432 endoplasmic reticulum part"	0.0839666717382657	-1.37990517209664	0.0839666717382656	0.701107632391143	769	0.0839666717382657
"GO:0044433 cytoplasmic vesicle part"	0.0882600878055753	-1.35311565041747	0.0882600878055752	0.701107632391143	535	0.0882600878055753
"GO:0008287 protein serine/threonine phosphatase complex"	0.100611209513014	-1.29117484057373	0.100611209513014	0.701107632391143	42	0.100611209513014
"GO:1903293 phosphatase complex"	0.100611209513014	-1.29117484057373	0.100611209513014	0.701107632391143	42	0.100611209513014
"GO:0005667 transcription factor complex"	0.114770418384524	-1.20419104074988	0.114770418384525	0.701107632391143	261	0.114770418384524
"GO:0000159 protein phosphatase type 2A complex"	0.11527682087218	-1.23627018473052	0.11527682087218	0.701107632391143	17	0.11527682087218
"GO:0005774 vacuolar membrane"	0.119361690039363	-1.18069725913829	0.119361690039363	0.701107632391143	238	0.119361690039363
"GO:0044437 vacuolar part"	0.120751031105501	-1.17356849944404	0.120751031105501	0.701107632391143	255	0.120751031105501
"GO:0070161 anchoring junction"	0.122473318247009	-1.16401877118458	0.122473318247009	0.701107632391143	431	0.122473318247009
"GO:0005912 adherens junction"	0.124698436627324	-1.15313567402324	0.124698436627324	0.701107632391143	416	0.124698436627324
"GO:0016604 nuclear body"	0.126674908667223	-1.14408414543953	0.126674908667223	0.701107632391143	323	0.126674908667223
"GO:0005765 lysosomal membrane"	0.128536655475413	-1.13593495291391	0.128536655475413	0.701107632391143	208	0.128536655475413
"GO:0098852 lytic vacuole membrane"	0.128536655475413	-1.13593495291391	0.128536655475413	0.701107632391143	208	0.128536655475413
"GO:0031984 organelle subcompartment"	0.128635238915519	-1.13527798164431	0.128635238915519	0.701107632391143	190	0.128635238915519
"GO:0005783 endoplasmic reticulum"	0.128672825395256	-1.13325524460347	0.128672825395256	0.701107632391143	728	0.128672825395256
"GO:0030055 cell-substrate junction"	0.132316818478374	-1.11690840165478	0.132316818478374	0.701107632391143	356	0.132316818478374
"GO:0005924 cell-substrate adherens junction"	0.132455294402938	-1.11626984763147	0.132455294402938	0.701107632391143	353	0.132455294402938
"GO:0005925 focal adhesion"	0.132633151452165	-1.1154445099178	0.132633151452165	0.701107632391143	351	0.132633151452165
"GO:0098791 Golgi subcompartment"	0.133706676356946	-1.11143909141007	0.133706676356946	0.701107632391143	180	0.133706676356946
"GO:0099568 cytoplasmic region"	0.139100638260367	-1.08781279912301	0.139100638260367	0.701107632391143	159	0.139100638260367
"GO:0005789 endoplasmic reticulum membrane"	0.140041693065464	-1.08094506500178	0.140041693065464	0.701107632391143	564	0.140041693065464
"GO:0000785 chromatin"	0.140549682570326	-1.07949119749115	0.140549682570326	0.701107632391143	305	0.140549682570326
"GO:0031253 cell projection membrane"	0.143340647264865	-1.06801021291025	0.143340647264865	0.701107632391143	203	0.143340647264865
"GO:0044440 endosomal part"	0.148324674543535	-1.04537573689797	0.148324674543535	0.701107632391143	274	0.148324674543535
"GO:0098805 whole membrane"	0.148951311492004	-1.04155145394819	0.148951311492004	0.701107632391143	713	0.148951311492004
"GO:0005769 early endosome"	0.154043406632203	-1.02164574081552	0.154043406632203	0.701107632391143	181	0.154043406632203
"GO:0101031 chaperone complex"	0.157058206419383	-1.04896886134543	0.157058206419383	0.701107632391143	10	0.157058206419383
"GO:0061695 transferase complex, transferring phosphorus-containing groups"	0.15962795673138	-0.998959842870129	0.15962795673138	0.701107632391143	157	0.15962795673138
"GO:0010008 endosome membrane"	0.161198558828911	-0.991244437638878	0.161198558828911	0.701107632391143	250	0.161198558828911
"GO:0031248 protein acetyltransferase complex"	0.163129123734839	-0.986381433917758	0.163129123734839	0.701107632391143	95	0.163129123734839
"GO:1902493 acetyltransferase complex"	0.163129123734839	-0.986381433917758	0.163129123734839	0.701107632391143	95	0.163129123734839
"GO:0005938 cell cortex"	0.163576727681894	-0.983513989339526	0.163576727681894	0.701107632391143	121	0.163576727681894
"GO:0000123 histone acetyltransferase complex"	0.163765279350687	-0.984301075850599	0.163765279350687	0.701107632391143	85	0.163765279350687
"GO:0002199 zona pellucida receptor complex"	0.165412677491785	-1.00558846972366	0.165412677491785	0.701107632391143	12	0.165412677491785
"GO:0005798 Golgi-associated vesicle"	0.171640755153094	-0.956802932210227	0.171640755153094	0.701107632391143	45	0.171640755153094
