Gene_Sym	GeneID	baseMean	log2FoldChange	lfcSE	pvalue	padj
Ttc30a1	78802	72.0938680950651	0.00259010020855628	0.0737790373779307	0.705999473470354	0.999958094925527
Gga1	106039	1768.30904131066	0.0285839792471301	0.0745976658758456	0.315854101469062	0.999958094925527
Gga3	260302	2236.7614472905	0.0189557841120638	0.070385899041337	0.503823931007366	0.999958094925527
Sorbs1	20411	1522.52217850306	-0.0243112205118616	0.0736111748945333	0.361373925981486	0.999958094925527
Sorbs3	20410	65.8480868653177	0.00113370667873128	0.0737722864831699	0.858486192668889	0.999958094925527
Sorbs2	234214	3.78015436029055	-0.000515636404413215	0.0740256032655368	0.411638541917039	NA
Tshz2	228911	0.270011025735039	-0.000352142823193336	0.0740233640879504	0.769144619971636	NA
Tshz3	243931	14.5860129829578	-0.0015375870846457	0.0740164464876919	0.408119683209042	0.999958094925527
Tshz1	110796	1770.93539023808	-0.000892911217241922	0.0688695938566553	0.969853991704227	0.999958094925527
Arhgef28	110596	0.259296772902657	-0.000380429865776114	0.074023278816576	0.768171993426705	NA
Arhgef25	52666	1.564784665289	0.000374783626629188	0.0740239650286984	0.578577625992972	NA
Arhgef26	622434	5.96793437628974	0.000496393525704157	0.0739991067359619	0.809127400585184	NA
Efnb1	13641	39.7416105112436	-0.00372511243756305	0.0739986155819971	0.452017277087092	0.999958094925527
Lmna	16905	555.684963869919	0.0171425238090619	0.074610703471941	0.334909238753899	0.999958094925527
Fndc3c1	333564	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Mcemp1	69189	5.14143532880673	0.000634234368666233	0.0740264947787376	0.340303878180336	NA
Sorcs1	58178	0.810033077205118	-0.000398724597043224	0.0740243069632022	0.631329514624404	NA
Supt16	114741	1348.35815081753	-0.00632052658469352	0.0696416591889222	0.793882144255684	0.999958094925527
Trim34a	94094	3367.36436304731	0.29781038268496	0.154011091303102	0.00228728243665985	0.141300572156263
Trim34b	434218	29.011804957856	-3.70311241140266e-05	0.0738984316654446	0.988596479799485	0.999958094925527
Prepl	213760	626.812552685784	-0.00983567103294413	0.0724701763462317	0.590704497000034	0.999958094925527
Cdhr1	170677	17.7877182345762	0.00355949867312532	0.0741041153081412	0.184216165216876	0.953043903758868
Cdhr2	268663	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Gm36633	102640608	0.492756752643254	0.00037111824656165	0.0740234504425618	0.732235940343269	NA
Tcof1	21453	6452.09064326203	-0.0644896190959995	0.0808080898316357	0.131437851686391	0.906087400609909
Gm3279	100041339	0.223540666469858	0.000308420265737918	0.0740225407684862	0.822931636861443	NA
AI662270	100043636	1834.8534068509	0.030694087097965	0.0761841086511279	0.271736878343356	0.999958094925527
Gm10640	100038516	19.6678324201306	0.00424796448626581	0.074147887603802	0.175080685832952	0.946425257410498
Zik1	22775	92.7339251428436	0.00194845595530269	0.0736740231989822	0.798568476669007	0.999958094925527
Usp8	84092	3930.80198192271	0.0368854659894066	0.0722719144619934	0.298549849337344	0.999958094925527
Usp1	230484	4305.33532536815	-0.00271383698619675	0.0639553266375714	0.931679617808127	0.999958094925527
Usp2	53376	89.5608879099927	0.00422902001939416	0.0738761842204046	0.535796128525312	0.999958094925527
Usp3	235441	4837.26783344474	-0.224141961342172	0.145033054662854	0.00604521425169209	0.256726938329271
Usp4	22258	8047.06900050865	-0.088373024652147	0.0889272021908258	0.0676757340050134	0.739240681865263
Usp5	22225	3380.81244077178	0.0023422277259171	0.064511950625816	0.942386788904711	0.999958094925527
Usp7	252870	5425.65063703425	-0.0829982001725837	0.0978589791316329	0.0739393880873628	0.755335402837921
Rpl38	67671	3719.00596966099	0.0207635206615929	0.0693389072068838	0.496299407540275	0.999958094925527
Rpl39	67248	3742.74688560462	0.0251229007039548	0.0693399517157449	0.439366138149096	0.999958094925527
Rpl36	54217	9857.2879570031	0.0458529523741694	0.0733588413124218	0.233162710844438	0.985547457270027
Rpl37	67281	7805.01311278788	0.0373364259787209	0.068499999898778	0.319758688859298	0.999958094925527
Rpl34	68436	81.7432108445115	0.00496916431543505	0.0739307934836621	0.485834177678724	0.999958094925527
Rpl35	66489	9728.5538875686	0.0134551740004043	0.0587994783348726	0.712699557417654	0.999958094925527
Rpl32	19951	34948.8404418349	0.0511113043497212	0.062486211398924	0.213882352743042	0.979858774993258
Rpl30	19946	20.7651252098296	6.58216407607166e-05	0.0739277522227725	0.991014044071623	0.999958094925527
Rpl31	114641	455.153376256586	0.00892487291433734	0.0729998294065195	0.574709822267565	0.999958094925527
Cd302	66205	111.324132636701	-0.00363055183856359	0.0736971132543113	0.652859072795412	0.999958094925527
Fam13b	225358	2814.86249747846	-0.330990497161356	0.167602928865012	0.00188402248464273	0.122544953933818
Fam13a	58909	0.447081332939716	0.000311020470432804	0.0740230003598718	0.733642554690372	NA
Bcas2	68183	2760.09381803806	0.0210125637547806	0.0692334816183387	0.495625723342939	0.999958094925527
Bcas3	192197	1653.78623826388	0.0142278808388795	0.0709116636650082	0.567976678144166	0.999958094925527
Bcas1	76960	5.18752666998008	-0.000108787786296531	0.0740124736974138	0.922173649180573	NA
Gm8369	666926	931.487014309613	0.0762904230460044	0.13526354304294	0.0141946288377405	0.388647293152533
Mlycd	56690	1321.34226545322	-0.0237154749074841	0.0742426505309277	0.343115706855929	0.999958094925527
Ttbk2	140810	202.734366627803	0.00731606649928899	0.0737070902046984	0.511148527246718	0.999958094925527
Gm10046	100043229	1.11770333234929	0.000364611187222753	0.0740237887463814	0.61897598281943	NA
Ttbk1	106763	0.518593545805314	-0.000413290562564747	0.0740239590082542	0.680088107695989	NA
Ncor2	20602	782.739890064854	2.74631368946898e-05	0.071013260954891	0.996121706231924	0.999958094925527
Ncor1	20185	13558.1290656959	-0.0158761763459328	0.0564607791545496	0.668656624485916	0.999958094925527
Pebp1	23980	2097.0909940396	0.00777353449325835	0.0676847978243328	0.784787027216251	0.999958094925527
Magohb	66441	278.936976256959	0.00579187707238884	0.0731915665467088	0.655384712760024	0.999958094925527
Nkiras1	69721	290.058563398083	0.00132279002505634	0.0729936294675698	0.915553780364979	0.999958094925527
Ppme1	72590	958.794782467417	-0.0272400727214211	0.0771395530384123	0.232395451792209	0.985547457270027
Gm19276	100502601	3.20291889218115	0.000453835545810993	0.074024648247165	0.498078134968578	NA
Gm19277	100502602	0.540022051470079	-0.000385144364989543	0.0740240173466055	0.681449811079217	NA
Cep162	382090	888.326309134959	0.013381070873894	0.0731080204134558	0.477104368751933	0.999958094925527
Lrriq1	74978	5.345986879894	-0.000422381614992106	0.0740147129699166	0.52877317417671	NA
Lrriq3	74435	9.60488230310917	-0.00130571663212834	0.0740029190202412	0.57696730857906	0.999958094925527
Vmn2r84	625068	204.63164115902	-0.00738193421584578	0.0737058731729557	0.505027707755596	0.999958094925527
Vmn2r85	623734	1.20984911131801	0.000399680589019553	0.0740201172626591	0.663703356014974	NA
Vmn2r86	625109	0.259296772902657	-0.000380429865776114	0.074023278816576	0.768171993426705	NA
Vmn2r87	625131	3.7461207018978	0.000528128567154149	0.0740166660624362	0.565193987916623	NA
Vmn2r81	216144	2.68248799763829	0.000382122324582041	0.0740241121244625	0.518486181106518	NA
Vmn2r82	624845	2.58194701028333	-2.46437195009509e-06	0.0740173363455605	0.970865141972015	NA
Vmn2r83	625029	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Tinf2	28113	877.033667672881	-0.00760458223652646	0.071410184775349	0.70797572653033	0.999958094925527
Vmn2r89	22301	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Egf	13645	70.7944644773647	0.00791595535399979	0.0744020096720481	0.196158254516322	0.965994504001028
Slc4a11	269356	1.564784665289	0.000374783626629188	0.0740239650286984	0.578577625992972	NA
Slc4a10	94229	152.538802380435	-0.00929136093297304	0.0743264625373625	0.29816734471826	0.999958094925527
Ptprz1	19283	10.8689840502569	0.00116592869005415	0.0740173607568105	0.25729633057963	0.999958094925527
Pold1	18971	2108.13849765674	0.0218632222050582	0.0708389484549851	0.455150658700339	0.999958094925527
Pold2	18972	1143.3937535141	0.0139102554097183	0.0716118194877755	0.550913290332449	0.999958094925527
Pold3	67967	1949.85596270396	-0.0202432420781299	0.0736820653791208	0.376701210609945	0.999958094925527
Pold4	69745	158.960820476929	0.00829209054630473	0.0740535943975443	0.397561397325228	0.999958094925527
Hdac1	433759	3643.19355070423	-0.0251607110042947	0.0684719376180273	0.448115074899182	0.999958094925527
Hdac3	15183	2733.96533709439	0.0496596321085386	0.0836943193431646	0.159388348666693	0.937294843293871
Hdac2	15182	2391.83554331869	-0.0148213764877474	0.0681175042169816	0.616229359797751	0.999958094925527
Hdac5	15184	1104.78245636895	-0.0326549619432537	0.0796074177111801	0.181268356955974	0.951189325520959
Hdac4	208727	1934.8629443581	-0.00115527146422173	0.0682719316241413	0.96247995920822	0.999958094925527
Hdac6	15185	403.745813247519	-0.0190403799663002	0.0759537344698498	0.21286099072182	0.979858774993258
Hdac9	79221	6.9574348024652	0.00206857832082338	0.0740645364096093	0.0475035319531052	NA
Hdac8	70315	324.127908957679	0.0147050099387469	0.074818599234722	0.290463564138582	0.999958094925527
Gmpr	66355	3.85559316494485	-0.000669311933727604	0.0740126001183598	0.648836905112386	NA
Gmps	229363	4539.14874807868	-0.00909399258955465	0.0632943110495656	0.784426817397375	0.999958094925527
1110032F04Rik	68725	29.6726198790851	-0.00542517059327268	0.0742291936126947	0.15117908105679	0.928604874748314
4930557J02Rik	75357	2.28138310517443	-0.000409508957483412	0.0740147252553815	0.755526154879344	NA
Pvr	52118	487.213673247872	0.0089314312695472	0.0729156596855989	0.582580602639518	0.999958094925527
4732471J01Rik	654804	14.1400892722559	-0.00337405819188357	0.0740989935973335	0.195839839380833	0.965751649385966
Lix1l	280411	2.98696627145516	-2.58532014130043e-05	0.0740079756164174	0.978854484621678	NA
Ikzf5	67143	1563.53896503073	-0.00488248236965336	0.0687835773014458	0.848473229076355	0.999958094925527
Ikzf4	22781	66.2634383475631	0.0138121367603935	0.0757758111877383	0.0147163107864782	0.395624977856343
Ikzf1	22778	11368.1028254437	-0.00769857835609826	0.0567426596141558	0.832482500111809	0.999958094925527
Ikzf3	22780	12924.5073501581	-0.00176199559598685	0.0567736811183093	0.960364136061794	0.999958094925527
Ikzf2	22779	107.018998300784	0.00339392821849701	0.0738368703928357	0.585204236705121	0.999958094925527
Mbtd1	103537	1230.84923644931	-0.0217506649616463	0.0737683060588657	0.370132340226125	0.999958094925527
Fgf18	14172	0.777890318707971	-0.000427534012020324	0.0740242604177982	0.629820507707377	NA
Fgf13	14168	5867.10681377114	-0.0333292611108129	0.0679141171230855	0.360401611982183	0.999958094925527
Fgf10	14165	0.985513505286509	0.000375822081304742	0.0740237965661729	0.644690671048523	NA
Fgf16	80903	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Snrpd1	20641	923.348874996154	0.0239464788647485	0.0758032769623591	0.279114513195456	0.999958094925527
Prss41	71003	8.30949573173349	-6.70620213989396e-05	0.0740065648257704	0.890070563344729	0.999958094925527
Phc1	13619	345.960815731285	-0.002648484062748	0.0728028687301309	0.841201683057361	0.999958094925527
Phc3	241915	2112.53763274605	-0.00345473270236777	0.067654261279236	0.898647057473942	0.999958094925527
Phc2	54383	3702.56067867159	-0.0170287411979606	0.0672813630755021	0.585809013735989	0.999958094925527
Sh2d4b	328381	9.63212963326188	-0.000262300686945858	0.0739796663317492	0.908654370819675	0.999958094925527
Golt1b	66964	1492.70367609439	-0.020652056801872	0.0723038581043718	0.430011888280791	0.999958094925527
Chmp3	66700	2192.28419491543	-0.0389021570019786	0.0800208110311075	0.196100862757315	0.965994504001028
Chmp7	105513	2927.78652375875	0.057628268038691	0.0890321040406841	0.124070446866469	0.898464814977942
Chmp6	208092	1672.15869128512	0.00393639560405449	0.0685227947409736	0.882102163100119	0.999958094925527
Chmp5	76959	2086.68158615042	-0.0181343380258719	0.0703205693179129	0.515114149249558	0.999958094925527
Mir6940	102466989	0.270011025735039	-0.000352142823193336	0.0740233640879504	0.769144619971636	NA
Mir6942	102465568	7.3937896594918	0.000189139620327677	0.07398949225665	0.936252855614228	NA
Gcnt2	14538	120.678784330624	0.00732300660892603	0.0740543587052565	0.399162326210745	0.999958094925527
Mir6948	102466771	0.739135128964882	0.000411285391815394	0.074023966527275	0.680630689633012	NA
Mark4	232944	239.653284930794	0.0135163724907537	0.0750046853517537	0.219588413958805	0.984943272521421
Mark2	13728	5975.14496991664	-0.0796088568435239	0.0912129223459819	0.0839410955923843	0.788751869109392
Mark3	17169	3407.45004940206	-0.0116689579398177	0.0653173970098673	0.714425681633343	0.999958094925527
Nmd3	97112	1865.86080371466	-0.0209009775341644	0.0714371183440521	0.450784632903853	0.999958094925527
Rps15a-ps6	100042173	147.027510440029	0.0045482921204488	0.0736062512888695	0.636044564881438	0.999958094925527
Extl1	56219	6.42947043377572	0.000941564591565595	0.0740291507652189	0.464318821838588	NA
Extl2	58193	505.889640661667	-0.0113966689766595	0.0733349411388503	0.486133754042688	0.999958094925527
Extl3	54616	1977.34658987658	-0.0111194576006244	0.0688129633877393	0.683748723549818	0.999958094925527
Gm7609	665378	22.6910375141664	0.00219671092044042	0.0739940126980546	0.499137708010835	0.999958094925527
Tia1	21841	1682.79103762686	0.0158110184682098	0.0702670018475821	0.557764624896799	0.999958094925527
Tmem160	69094	1341.19949998328	0.0497994430169262	0.0921920856417035	0.0777997803129262	0.767100120667372
Tmem163	72160	388.628419731818	0.0277635571168221	0.0800944029505428	0.0778282773462114	0.767100120667372
Tmem165	21982	2119.57239390996	-0.00559041873215609	0.0673750119750011	0.842123449992499	0.999958094925527
Tmem164	209497	2152.6549103797	-0.0349619879366237	0.0765054204038937	0.256711353782477	0.999958094925527
Tmem167	66074	3169.64384510107	-0.0292523160566896	0.0707115885175993	0.375874958955081	0.999958094925527
Tmem169	271711	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Tmem168	101118	2519.31875142104	0.0033304182175495	0.066991064600181	0.908722289476818	0.999958094925527
Tbc1d8	54610	56.5255620684158	-0.00283329434272372	0.0739147572262707	0.563697065594433	0.999958094925527
Tbc1d9	71310	4.20135079404869	0.000169324772646972	0.0740208027540171	0.601647382850258	NA
Tbc1d1	57915	4163.19525307731	-0.0719829403096587	0.0941801506226965	0.0937640494899692	0.819458009697631
Tbc1d2	381605	144.878465874097	-0.000945586965299567	0.0734774632316754	0.911921560378298	0.999958094925527
Tbc1d4	210789	902.450794003935	-0.0194213663689871	0.0742708549389156	0.355062565745811	0.999958094925527
Tbc1d5	72238	1333.08308066764	-0.0429595680863826	0.0854659818168661	0.122890535656257	0.898464814977942
Tbc1d7	67046	250.390301980171	0.0193629534256929	0.0771333888351856	0.0490492592779517	0.653768287697876
Spata45	75558	2.3275524436673	0.000553046978443925	0.0740214484591927	0.477089012229282	NA
4933405E24Rik	71056	1.97102701057302	0.000439166812208404	0.074024484777529	0.562018313349045	NA
Akirin2	433693	1010.97749146907	-0.00442739005858491	0.0705926719216374	0.836341105021147	0.999958094925527
Akirin1	68050	3918.81472746969	-0.0384966202767107	0.0729601104370275	0.280861126108838	0.999958094925527
Ap3m1	55946	2243.80373047323	-0.00588519823760051	0.0677807622325724	0.830149850913221	0.999958094925527
Limd2	67803	23730.0923097053	0.0142788759452788	0.0541866438589193	0.702861709507733	0.999958094925527
Limd1	29806	8218.64251598846	-0.086629941464159	0.0890681935242988	0.0709956947866541	0.751212435144227
Nop58	55989	2177.26558195796	-0.0109191903764575	0.0687673986522378	0.688194088759065	0.999958094925527
Acsf2	264895	195.920015048925	-0.00121181592938124	0.0733752726140248	0.894862555088162	0.999958094925527
Nop56	67134	7032.02346851636	0.00832631222491788	0.0603183504648933	0.814607698772396	0.999958094925527
Gga2	74105	293.220154240474	0.0218057296801482	0.0776047735861312	0.0993907120920233	0.83798224231715
Sarnp	66118	2866.57609723609	-0.0104883719378252	0.0662282270777973	0.732192610465789	0.999958094925527
Kcnip4	80334	11.3388359860059	-0.000831709006428201	0.0739824895544842	0.741901230810315	0.999958094925527
Kcnip3	56461	48.5165689704804	0.00984897243894021	0.0749338990699554	0.00498680120187066	0.231818342251941
Kcnip2	80906	20.3075784264754	0.00336844582565449	0.0740754132383376	0.272748338123858	0.999958094925527
Kcnip1	70357	0.270011025735039	-0.000352142823193336	0.0740233640879504	0.769144619971636	NA
4930447A16Rik	74892	2.26467068572147	0.000230466749947034	0.0740195085325987	0.869497913835885	NA
Tpcn1	252972	235.969474023083	-0.00307843447057956	0.0731445660875156	0.791033083206391	0.999958094925527
Tpcn2	233979	372.084487923917	0.00950301212759758	0.0738289439835451	0.437161473571864	0.999958094925527
Tcirg1	27060	1450.03938319547	0.00805102513812411	0.0694452387175482	0.751801150641822	0.999958094925527
Ltbp4	108075	27.1217891272502	0.000843817154397782	0.0739138884106473	0.843586835953546	0.999958094925527
Ltbp3	16998	13.8595213211312	0.00159887713526293	0.0740477662531668	0.0739719110505037	0.755335402837921
Chadl	214685	0.270011025735039	-0.000352142823193336	0.0740233640879504	0.769144619971636	NA
Pappa	18491	1.23189188160814	0.000402200840669588	0.0740240586013435	0.61728158002977	NA
9530082P21Rik	638247	570.431121581346	-0.0113351245511152	0.0729610006039172	0.521877884073566	0.999958094925527
Secisbp2	75420	764.258407347924	0.0148647346539102	0.0730936050826953	0.463232005286604	0.999958094925527
Cacna1h	58226	0.246378376321627	0.000344134639790627	0.0740228568718565	0.821923958996323	NA
Calhm2	72691	369.451079543831	0.00777682278321364	0.0730982081061931	0.59702766586832	0.999958094925527
Cacna1a	12286	98.1749198914005	0.00150297349810716	0.0736242256455941	0.851894664483755	0.999958094925527
Cacna1b	12287	0.505675149224284	-2.27778652095158e-05	0.0740207726078831	0.97233400566052	NA
Cacna1c	12288	46.2835239328803	-0.00625736197428319	0.0742633484983081	0.188772393742719	0.954790724992744
Cacna1d	12289	33.1995627615981	0.000637093541643772	0.073882315177694	0.895996040256421	0.999958094925527
Cacna1e	12290	1.25552453102155	0.000255940356974789	0.074020025755156	0.856391507632678	NA
Cacna1f	54652	0.540022051470079	-0.000385144364989543	0.0740240173466055	0.681449811079217	NA
Cacna1s	12292	3.84408397255082	-0.000405291003952366	0.0740166947593948	0.502802935065729	NA
Xrn1	24127	2596.48874905364	-0.00206235535055368	0.0668062528322707	0.941463895330439	0.999958094925527
Xrn2	24128	17435.9349458668	0.0831675037330805	0.0729872767971787	0.0735735758293649	0.75472867260011
Pde11a	241489	77.6609437157016	0.000745723551306285	0.0737173147361797	0.915912024895589	0.999958094925527
Nubpl	76826	139.184896978095	-0.00217558534699438	0.0734950290711643	0.808163558006026	0.999958094925527
Dqx1	93838	34.640695481101	-0.00713752688132991	0.0744333813227561	0.0891502176867285	0.800208603082904
Dynlrb1	67068	1798.37158884724	0.00109527293307097	0.0681755885284147	0.968658400680986	0.999958094925527
Mir7223	102465705	0.739930068526524	0.000284612465897554	0.0740186388630793	0.82310923797175	NA
Mir7227	102465707	10.7279105411571	-0.00107678968140319	0.073997939124986	0.599582475712104	0.999958094925527
Cnot8	69125	4159.11127707964	4.16715098096249e-05	0.0632883511946996	0.999984363133787	0.999984363133787
Cnot3	232791	1882.18431694635	-0.0218408047556808	0.071492798996291	0.438708634777247	0.999958094925527
Cnot2	72068	3897.51606755729	-0.00891719416124463	0.0640623139998974	0.784319893695582	0.999958094925527
Cnot1	234594	12241.7544859365	-0.0525168770722589	0.0667986724820214	0.203917209927696	0.97235664705156
Cnot7	18983	2472.10386007405	-0.0439021709259245	0.0808978446992074	0.186662054577419	0.953043903758868
Cnot6	104625	4241.64047204679	-0.0187066737331856	0.0652101970844197	0.578974373930108	0.999958094925527
Cnot4	53621	2709.66009885727	-0.0752689461343097	0.109263568981432	0.0637677069908888	0.72658735935247
Mir3101	100526505	3.19979268509264	0.00015915508650385	0.0740086001520748	0.902911252642374	NA
Sirpb1a	320832	13.5157213866009	0.00181296583673993	0.0740107883104507	0.474228747569997	0.999958094925527
Sirpb1b	668101	1.78832533175886	0.000374931975555574	0.0740239890124681	0.563255725421967	NA
B930018H19Rik	330734	0.894162665879431	0.000339687122815762	0.0740235351955916	0.646335679504403	NA
Nfic	18029	1410.17509554172	0.0218528026596056	0.0732046950262974	0.392433776673745	0.999958094925527
Cnr1	12801	0.540022051470079	-0.000385144364989543	0.0740240173466055	0.681449811079217	NA
Nfia	18027	131.893827144681	0.00360840616308726	0.0736523644579851	0.673868908499914	0.999958094925527
Mir875	100124469	0.670621999409574	0.000360487810306437	0.0740235569289984	0.682193512371276	NA
Cxcr3	12766	9394.6786890781	-0.0698432963798459	0.0817366709758797	0.113530047781805	0.868682464299429
Cxcr2	12765	2.48178504102021	0.000664373317405389	0.0740264045216353	0.384475524790027	NA
Ttyh1	57776	0.223540666469858	0.000308420265737918	0.0740225407684862	0.822931636861443	NA
Ttyh2	117160	53.5844935320422	-0.00376045389350393	0.0739634299924621	0.479753112769029	0.999958094925527
Cxcr4	12767	114.274442206574	-0.00534690819016584	0.0738433477443293	0.512637933740411	0.999958094925527
Fbxl20	72194	1180.35978828927	-0.0112872166919303	0.0716673010529024	0.597121825856144	0.999958094925527
Fbxl21	213311	9.48107001621336	-0.0030254929806416	0.0741098922886129	0.0335996165005921	0.546704155733806
Fbxl22	74165	123.105351537655	-0.00317367930953532	0.0736059242437644	0.711262248023969	0.999958094925527
Dlc1	50768	7.56185049368487	-0.00139699082680422	0.0740239234836115	0.37651757623835	NA
Pkig	18769	91.0393092639232	0.00153915413686886	0.0736560364532762	0.842450064731211	0.999958094925527
Pkia	18767	6.40583778436231	0.00085621390789293	0.0740297228152651	0.279537249126787	NA
Pkib	18768	15.3674715215537	0.00243790658461859	0.0740553910706541	0.105368815932757	0.850269573875681
Trnt1	70047	1902.65661070506	0.00808504312772977	0.068323920641553	0.768657310942727	0.999958094925527
Lnpep	240028	2273.31271844435	-0.0117752056407019	0.0700315803481443	0.639877252966242	0.999958094925527
Gss	14854	667.504114244507	0.0157428038045333	0.0739114967689969	0.395163500413727	0.999958094925527
Gsr	14782	2744.3011807156	-0.00771848392927883	0.0661463310185239	0.797985253918112	0.999958094925527
Izumo4	71564	777.398993450231	0.044382333276802	0.0901774624315167	0.0551610224294755	0.688096625224303
Gsn	227753	415.725126056028	0.0107618392141879	0.0734507024429516	0.48836932288668	0.999958094925527
Wnt3	22415	4.36629764423398	0.00128349015761293	0.0740379573224621	0.171030601313988	NA
Wnt4	22417	4.92162291097002	0.0008400248400386	0.0740109019674383	0.624045676868532	NA
Fam219aos	76992	3.42192414737549	2.9164174222616e-05	0.0740064818954517	0.988963579355756	NA
Grhl1	195733	32.0899813890557	-0.00505686945127112	0.0742326927916842	0.0242678020201216	0.482075094339207
Grhl2	252973	16.5440397996598	-0.00262667859989871	0.0740363757857631	0.376878159246923	0.999958094925527
Sod1	20655	1027.33757508443	-0.0047618912658486	0.0706071797893097	0.824806615070863	0.999958094925527
Cyp4f41-ps	77875	5.99347014867949	0.00153405268708864	0.0740295217527303	0.371761365910265	NA
Tmprss9	432478	1.27915718043496	6.24474444734007e-05	0.0740180707987132	0.976416937620121	NA
Tmprss3	140765	0.93983808558297	0.000682645297455783	0.0740264741469981	0.499228415496444	NA
Tmprss4	214523	3.82302903983935	0.00100584023184912	0.0740310059483097	0.250807446155832	NA
Tmprss7	208171	2.05754141793226	0.000709615484846589	0.0740274228305666	0.379315969063675	NA
Trhr	22045	0.739135128964882	0.000411285391815394	0.074023966527275	0.680630689633012	NA
Tmed10	68581	3827.15817820873	0.00652714713820465	0.0651610437950478	0.835667372874644	0.999958094925527
3110082I17Rik	73212	76.1615775093475	0.00721688005451176	0.0742412185679612	0.289209577324122	0.999958094925527
Id4	15904	1.92694146999276	0.000347745024318514	0.0740196387521569	0.627726593614528	NA
Id2	15902	25551.8980414911	0.228378027631326	0.0885657670878818	0.00073372071021667	0.0695695343250679
Id3	15903	659.856934677117	-0.472666616887981	0.426356578359162	0.00455442200431039	0.222088488512229
