"p.geomean"	"stat.mean"	"p.val"	"q.val"	"set.size"	"exp1"
"GO:0016504 peptidase activator activity"	0.153267867662073	1.04008839957946	0.153267867662073	0.832819769404687	29	0.153267867662073
"GO:0004867 serine-type endopeptidase inhibitor activity"	0.154471947553117	1.02595473220267	0.154471947553116	0.832819769404687	55	0.154471947553117
"GO:0022838 substrate-specific channel activity"	0.154811707811598	1.01755141707827	0.154811707811598	0.832819769404687	248	0.154811707811598
"GO:0061135 endopeptidase regulator activity"	0.159950339853454	0.998222932918538	0.159950339853454	0.832819769404687	111	0.159950339853454
"GO:0009055 electron transfer activity"	0.160406495201454	0.997687818471795	0.160406495201454	0.832819769404687	70	0.160406495201454
"GO:0005216 ion channel activity"	0.163403819302818	0.982041687096007	0.163403819302818	0.832819769404687	242	0.163403819302818
"GO:0005343 organic acid:sodium symporter activity"	0.165668462763859	0.997391255729684	0.165668462763859	0.832819769404687	19	0.165668462763859
"GO:0005310 dicarboxylic acid transmembrane transporter activity"	0.166628496517305	0.988397090527643	0.166628496517305	0.832819769404687	23	0.166628496517305
"GO:0015370 solute:sodium symporter activity"	0.168290167090236	0.973454810294423	0.168290167090236	0.832819769404687	36	0.168290167090236
"GO:0038023 signaling receptor activity"	0.168304323131162	0.961317276892377	0.168304323131162	0.832819769404687	692	0.168304323131162
"GO:0016769 transferase activity, transferring nitrogenous groups"	0.169514676210488	0.984465315649272	0.169514676210488	0.832819769404687	17	0.169514676210488
"GO:0015296 anion:cation symporter activity"	0.171288612923289	0.962527796383018	0.171288612923289	0.832819769404687	33	0.171288612923289
"GO:1901682 sulfur compound transmembrane transporter activity"	0.171966024801853	0.967365312284923	0.171966024801853	0.832819769404687	22	0.171966024801853
"GO:0048306 calcium-dependent protein binding"	0.172476648723283	0.955845259779311	0.172476648723283	0.832819769404687	35	0.172476648723283
"GO:0004866 endopeptidase inhibitor activity"	0.17381067484795	0.942694454079232	0.17381067484795	0.832819769404687	103	0.17381067484795
"GO:0030414 peptidase inhibitor activity"	0.175932662934457	0.934209006130084	0.175932662934457	0.832819769404687	108	0.175932662934457
"GO:0005537 mannose binding"	0.176479107651579	0.971818808437215	0.176479107651579	0.832819769404687	11	0.176479107651579
"GO:0048029 monosaccharide binding"	0.177770285092074	0.930128147633477	0.177770285092074	0.832819769404687	56	0.177770285092074
"GO:0016651 oxidoreductase activity, acting on NAD(P)H"	0.180097683908412	0.92044119759564	0.180097683908412	0.832819769404687	57	0.180097683908412
"GO:0015294 solute:cation symporter activity"	0.180868225454348	0.918340331794336	0.180868225454348	0.832819769404687	61	0.180868225454348
"GO:0097617 annealing activity"	0.181160793912222	0.941081492083975	0.181160793912222	0.832819769404687	10	0.181160793912222
"GO:0033549 MAP kinase phosphatase activity"	0.181599917602869	0.943373431782042	0.181599917602869	0.832819769404687	13	0.181599917602869
"GO:0017017 MAP kinase tyrosine/serine/threonine phosphatase activity"	0.182273344988857	0.943985841070446	0.182273344988857	0.832819769404687	12	0.182273344988857
"GO:0015175 neutral amino acid transmembrane transporter activity"	0.183701155480438	0.920398500932658	0.183701155480438	0.832819769404687	22	0.183701155480438
"GO:0005254 chloride channel activity"	0.184029042898907	0.908316358294387	0.184029042898907	0.832819769404687	47	0.184029042898907
"GO:0008373 sialyltransferase activity"	0.184975534743127	0.920756733271386	0.184975534743127	0.832819769404687	17	0.184975534743127
"GO:0022853 active ion transmembrane transporter activity"	0.185116534968147	0.900433273015491	0.185116534968147	0.832819769404687	81	0.185116534968147
"GO:0015238 drug transmembrane transporter activity"	0.185292120029804	0.902631701787761	0.185292120029804	0.832819769404687	52	0.185292120029804
"GO:0050839 cell adhesion molecule binding"	0.186262183501071	0.894705647580271	0.186262183501071	0.832819769404687	107	0.186262183501071
"GO:0015103 inorganic anion transmembrane transporter activity"	0.188201539688883	0.888715714806675	0.188201539688883	0.832819769404687	83	0.188201539688883
"GO:0015081 sodium ion transmembrane transporter activity"	0.188345516041581	0.887904135990534	0.188345516041581	0.832819769404687	88	0.188345516041581
"GO:0015179 L-amino acid transmembrane transporter activity"	0.188576554365217	0.89261508421129	0.188576554365217	0.832819769404687	40	0.188576554365217
"GO:0005540 hyaluronic acid binding"	0.189043335857168	0.909468394204746	0.189043335857168	0.832819769404687	14	0.189043335857168
"GO:0015108 chloride transmembrane transporter activity"	0.189930025402292	0.884339552373386	0.189930025402292	0.832819769404687	58	0.189930025402292
"GO:0001540 amyloid-beta binding"	0.191258639395057	0.884824161114089	0.191258639395057	0.832819769404687	26	0.191258639395057
"GO:0005253 anion channel activity"	0.191382731868562	0.879303297461397	0.191382731868562	0.832819769404687	55	0.191382731868562
"GO:0004252 serine-type endopeptidase activity"	0.19180965617469	0.873520036086357	0.19180965617469	0.832819769404687	98	0.19180965617469
"GO:0005178 integrin binding"	0.192950651418087	0.872523055847628	0.192950651418087	0.832819769404687	61	0.192950651418087
"GO:0008301 DNA binding, bending"	0.193867044946901	0.882543449421345	0.193867044946901	0.832819769404687	14	0.193867044946901
"GO:0015171 amino acid transmembrane transporter activity"	0.193948569101484	0.869799229349196	0.193948569101484	0.832819769404687	55	0.193948569101484
"GO:0016887 ATPase activity"	0.198585523493577	0.847194707983762	0.198585523493577	0.832819769404687	361	0.198585523493576
"GO:0015293 symporter activity"	0.199301352830049	0.847200186404216	0.199301352830049	0.832819769404687	100	0.199301352830049
"GO:0005342 organic acid transmembrane transporter activity"	0.200288517082974	0.843877500085915	0.200288517082974	0.832819769404687	94	0.200288517082974
"GO:0046943 carboxylic acid transmembrane transporter activity"	0.200539148711851	0.843018056783143	0.200539148711851	0.832819769404687	93	0.200539148711851
"GO:0008201 heparin binding"	0.201467262010228	0.840207970971093	0.201467262010228	0.832819769404687	78	0.201467262010228
"GO:0008138 protein tyrosine/serine/threonine phosphatase activity"	0.20481531230744	0.832757438783236	0.20481531230744	0.832819769404687	38	0.20481531230744
"GO:0052689 carboxylic ester hydrolase activity"	0.207432095340956	0.818177303778057	0.207432095340956	0.832819769404687	99	0.207432095340956
"GO:0004872 receptor activity"	0.208028859479132	0.813535835173135	0.208028859479132	0.832819769404687	810	0.208028859479132
"GO:0042802 identical protein binding"	0.212209140599338	0.798977046979164	0.212209140599338	0.832819769404687	860	0.212209140599338
"GO:0044183 protein binding involved in protein folding"	0.214015402480031	0.821646462404889	0.214015402480031	0.832819769404687	11	0.214015402480031
"GO:0008514 organic anion transmembrane transporter activity"	0.214257575201023	0.793803534124272	0.214257575201023	0.832819769404687	127	0.214257575201023
"GO:0004857 enzyme inhibitor activity"	0.21542304114552	0.788555606609042	0.21542304114552	0.832819769404687	254	0.21542304114552
"GO:0015291 secondary active transmembrane transporter activity"	0.217945779003951	0.780570668822063	0.217945779003951	0.832819769404687	169	0.217945779003951
"GO:0002020 protease binding"	0.219008050597434	0.779046724077962	0.219008050597434	0.832819769404687	75	0.219008050597434
"GO:0060089 molecular transducer activity"	0.219126215684559	0.775367904843261	0.219126215684559	0.832819769404687	852	0.219126215684559
"GO:0016209 antioxidant activity"	0.224071547150814	0.762618889792289	0.224071547150814	0.832819769404687	50	0.224071547150814
"GO:0020037 heme binding"	0.224984980788497	0.75798563379161	0.224984980788497	0.832819769404687	79	0.224984980788497
"GO:0015077 monovalent inorganic cation transmembrane transporter activity"	0.225461375707471	0.754768515605599	0.225461375707471	0.832819769404687	234	0.225461375707471
"GO:0070840 dynein complex binding"	0.229183973758093	0.761712820700283	0.229183973758093	0.832819769404687	14	0.229183973758093
"GO:0008236 serine-type peptidase activity"	0.229254000595199	0.742696524180933	0.229254000595199	0.832819769404687	115	0.229254000595199
"GO:0017171 serine hydrolase activity"	0.23013552460671	0.739752043759604	0.23013552460671	0.832819769404687	117	0.23013552460671
"GO:0050660 flavin adenine dinucleotide binding"	0.230589572277792	0.739898455537449	0.230589572277791	0.832819769404687	67	0.230589572277791
"GO:0046906 tetrapyrrole binding"	0.232939315646887	0.731291877694843	0.232939315646887	0.832819769404687	87	0.232939315646887
"GO:0045294 alpha-catenin binding"	0.235632768066691	0.735372821845892	0.235632768066691	0.832819769404687	11	0.235632768066691
"GO:1901681 sulfur compound binding"	0.239263531382293	0.710068593823162	0.239263531382293	0.832819769404687	140	0.239263531382293
"GO:0004175 endopeptidase activity"	0.240146355620016	0.706292655720032	0.240146355620016	0.832819769404687	292	0.240146355620016
"GO:0015075 ion transmembrane transporter activity"	0.241842600145169	0.700660591840596	0.241842600145169	0.832819769404687	560	0.241842600145169
"GO:0004871 signal transducer activity"	0.242092950719836	0.699750753359897	0.242092950719836	0.832819769404687	933	0.242092950719836
"GO:0008509 anion transmembrane transporter activity"	0.242189913353401	0.700233864365635	0.242189913353401	0.832819769404687	200	0.242189913353401
"GO:0016741 transferase activity, transferring one-carbon groups"	0.251318678640199	0.671449109333338	0.251318678640199	0.832819769404687	165	0.251318678640199
"GO:0045295 gamma-catenin binding"	0.251981101991675	0.681498700767193	0.251981101991675	0.832819769404687	11	0.251981101991675
"GO:0030506 ankyrin binding"	0.252288421882222	0.677879279660369	0.252288421882222	0.832819769404687	13	0.252288421882222
"GO:0042056 chemoattractant activity"	0.255159002484671	0.667667113169968	0.255159002484671	0.832819769404687	16	0.255159002484671
"GO:0005244 voltage-gated ion channel activity"	0.257450376227981	0.652485543076813	0.257450376227981	0.832819769404687	111	0.257450376227981
"GO:0022832 voltage-gated channel activity"	0.257450376227981	0.652485543076813	0.257450376227981	0.832819769404687	111	0.257450376227981
"GO:0022804 active transmembrane transporter activity"	0.259249589855357	0.646238797490839	0.259249589855357	0.832819769404687	269	0.259249589855357
"GO:0005525 GTP binding"	0.262355482313759	0.636451165172226	0.262355482313759	0.832819769404687	332	0.262355482313759
"GO:0032550 purine ribonucleoside binding"	0.267858231328312	0.619637311038145	0.267858231328312	0.832819769404687	335	0.267858231328312
"GO:0001883 purine nucleoside binding"	0.268024044367029	0.61913185947339	0.268024044367029	0.832819769404687	337	0.268024044367029
"GO:0042803 protein homodimerization activity"	0.268128173034545	0.618700861908194	0.268128173034545	0.832819769404687	494	0.268128173034545
"GO:0022857 transmembrane transporter activity"	0.268606428812743	0.617210642085752	0.268606428812743	0.832819769404687	670	0.268606428812743
"GO:0019001 guanyl nucleotide binding"	0.268820225287983	0.616705978709977	0.268820225287983	0.832819769404687	348	0.268820225287983
"GO:0023023 MHC protein complex binding"	0.268897683084667	0.629109632334894	0.268897683084667	0.832819769404687	15	0.268897683084667
"GO:0070566 adenylyltransferase activity"	0.270271370076639	0.616903760402066	0.270271370076639	0.832819769404687	24	0.270271370076639
"GO:0004550 nucleoside diphosphate kinase activity"	0.270477329156929	0.621261446177303	0.270477329156929	0.832819769404687	12	0.270477329156929
"GO:0032403 protein complex binding"	0.272418644196974	0.605832186198539	0.272418644196973	0.832819769404687	383	0.272418644196974
"GO:0042605 peptide antigen binding"	0.272995976591714	0.609207992210337	0.272995976591714	0.832819769404687	28	0.272995976591714
"GO:0023026 MHC class II protein complex binding"	0.27336368228727	0.617657368464887	0.27336368228727	0.832819769404687	13	0.27336368228727
"GO:0046873 metal ion transmembrane transporter activity"	0.27431121325426	0.600334937409115	0.27431121325426	0.832819769404687	271	0.27431121325426
"GO:0004725 protein tyrosine phosphatase activity"	0.274374550708957	0.601391948014147	0.274374550708957	0.832819769404687	88	0.274374550708957
"GO:0008094 DNA-dependent ATPase activity"	0.275706019514875	0.597372881127924	0.275706019514875	0.832819769404687	61	0.275706019514875
"GO:0032549 ribonucleoside binding"	0.276129990893576	0.594687352714627	0.276129990893576	0.832819769404687	339	0.276129990893576
"GO:0042288 MHC class I protein binding"	0.27999632066608	0.591555990641174	0.27999632066608	0.832819769404687	14	0.27999632066608
"GO:0003725 double-stranded RNA binding"	0.281246310318102	0.580591781951796	0.281246310318102	0.832819769404687	68	0.281246310318102
"GO:0032561 guanyl ribonucleotide binding"	0.282245233409475	0.576475033747814	0.282245233409475	0.832819769404687	347	0.282245233409475
"GO:0004298 threonine-type endopeptidase activity"	0.28420618291717	0.580283165414555	0.28420618291717	0.832819769404687	19	0.28420618291717
"GO:0070003 threonine-type peptidase activity"	0.28420618291717	0.580283165414555	0.28420618291717	0.832819769404687	19	0.28420618291717
"GO:0022890 inorganic cation transmembrane transporter activity"	0.284735465082572	0.569165635315515	0.284735465082572	0.832819769404687	352	0.284735465082572
"GO:0001882 nucleoside binding"	0.286920918091985	0.562683302244785	0.286920918091985	0.832819769404687	346	0.286920918091985
"GO:0042169 SH2 domain binding"	0.289242145181529	0.561464892198329	0.289242145181529	0.832819769404687	25	0.289242145181529
"GO:0030234 enzyme regulator activity"	0.295478150939149	0.537600327488268	0.295478150939149	0.832819769404687	673	0.295478150939149
"GO:0030371 translation repressor activity"	0.305567314147477	0.514254615547284	0.305567314147477	0.832819769404687	15	0.305567314147477
"GO:0016788 hydrolase activity, acting on ester bonds"	0.305768076621114	0.508047820018727	0.305768076621114	0.832819769404687	564	0.305768076621114
"GO:0022839 ion gated channel activity"	0.306654085491272	0.505853119090591	0.306654085491272	0.832819769404687	171	0.306654085491272
"GO:0030246 carbohydrate binding"	0.307572451909048	0.503189046551584	0.307572451909048	0.832819769404687	203	0.307572451909048
"GO:0008381 mechanosensitive ion channel activity"	0.308325692455327	0.501084538419219	0.308325692455327	0.832819769404687	173	0.308325692455327
"GO:0022836 gated channel activity"	0.308325692455327	0.501084538419219	0.308325692455327	0.832819769404687	173	0.308325692455327
"GO:0008092 cytoskeletal protein binding"	0.314460285095203	0.483412508913946	0.314460285095203	0.832819769404687	453	0.314460285095203
"GO:0005080 protein kinase C binding"	0.31783489511485	0.476902316629672	0.31783489511485	0.832819769404687	26	0.31783489511485
"GO:0042277 peptide binding"	0.3211607129985	0.464856704400676	0.3211607129985	0.832819769404687	178	0.3211607129985
"GO:0008324 cation transmembrane transporter activity"	0.322703288669694	0.46036003171217	0.322703288669694	0.832819769404687	404	0.322703288669694
"GO:0140097 catalytic activity, acting on DNA"	0.323532369596114	0.458325419458819	0.323532369596114	0.832819769404687	163	0.323532369596114
"GO:0031406 carboxylic acid binding"	0.323861893244243	0.457576781791148	0.323861893244243	0.832819769404687	122	0.323861893244243
"GO:0045182 translation regulator activity"	0.324127916410961	0.45880746926235	0.324127916410961	0.832819769404687	29	0.324127916410961
"GO:0004222 metalloendopeptidase activity"	0.325166512546796	0.454140154118505	0.325166512546796	0.832819769404687	87	0.325166512546796
"GO:0043177 organic acid binding"	0.325412101155843	0.453239615122569	0.325412101155843	0.832819769404687	125	0.325412101155843
"GO:0004721 phosphoprotein phosphatase activity"	0.327052051882205	0.448648306994059	0.327052051882205	0.832819769404687	151	0.327052051882205
"GO:0000979 RNA polymerase II core promoter sequence-specific DNA binding"	0.327505918071994	0.448167878710354	0.327505918071994	0.832819769404687	58	0.327505918071994
"GO:0033218 amide binding"	0.328976187335897	0.443088191009525	0.328976187335897	0.832819769404687	195	0.328976187335897
"GO:0042887 amide transmembrane transporter activity"	0.331615753208473	0.439437234252379	0.331615753208473	0.832819769404687	22	0.331615753208473
"GO:0015318 inorganic molecular entity transmembrane transporter activity"	0.335480099399569	0.424971255687179	0.335480099399569	0.832819769404687	503	0.335480099399569
"GO:0016491 oxidoreductase activity"	0.336928544510055	0.420969461774478	0.336928544510056	0.832819769404687	579	0.336928544510055
"GO:0051539 4 iron, 4 sulfur cluster binding"	0.33763711090053	0.420859058881532	0.33763711090053	0.832819769404687	37	0.33763711090053
"GO:0003779 actin binding"	0.338512621054225	0.416914030959662	0.338512621054225	0.832819769404687	160	0.338512621054225
"GO:0019201 nucleotide kinase activity"	0.342227009772157	0.410434912026292	0.342227009772157	0.832819769404687	17	0.342227009772157
"GO:1904680 peptide transmembrane transporter activity"	0.343114422960444	0.410667197517032	0.343114422960444	0.832819769404687	13	0.343114422960444
"GO:0016706 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors"	0.343383460185228	0.405057588423394	0.343383460185228	0.832819769404687	38	0.343383460185228
"GO:0030881 beta-2-microglobulin binding"	0.346834400522185	0.401566830286232	0.346834400522185	0.832819769404687	11	0.346834400522185
"GO:0016757 transferase activity, transferring glycosyl groups"	0.353482878192655	0.376218278439403	0.353482878192655	0.832819769404687	217	0.353482878192655
"GO:0008233 peptidase activity"	0.358720271864519	0.361992612335714	0.358720271864519	0.832819769404687	464	0.358720271864519
"GO:0004467 long-chain fatty acid-CoA ligase activity"	0.359004010372321	0.369234237769123	0.359004010372321	0.832819769404687	10	0.359004010372321
"GO:0016814 hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines"	0.359965525681032	0.361728428103115	0.359965525681032	0.832819769404687	24	0.359965525681032
"GO:0005215 transporter activity"	0.362622980466861	0.351520046075399	0.362622980466861	0.832819769404687	824	0.362622980466861
"GO:0019239 deaminase activity"	0.3657294953133	0.346818646126734	0.3657294953133	0.832819769404687	19	0.3657294953133
"GO:0019205 nucleobase-containing compound kinase activity"	0.367751147732718	0.339624569644968	0.367751147732718	0.832819769404687	36	0.367751147732718
"GO:0003823 antigen binding"	0.36975245581154	0.334032105756664	0.36975245581154	0.832819769404687	48	0.36975245581154
"GO:0016776 phosphotransferase activity, phosphate group as acceptor"	0.375339345629508	0.319777155753885	0.375339345629508	0.832819769404687	28	0.375339345629508
"GO:0015645 fatty acid ligase activity"	0.375798699034908	0.322442435059145	0.375798699034908	0.832819769404687	12	0.375798699034908
"GO:0019955 cytokine binding"	0.377327702595036	0.313310274979493	0.377327702595036	0.832819769404687	64	0.377327702595036
"GO:0044877 macromolecular complex binding"	0.378192479627529	0.310321299275912	0.378192479627529	0.832819769404687	515	0.378192479627529
"GO:0004386 helicase activity"	0.38159897917121	0.301693216237137	0.38159897917121	0.832819769404687	134	0.38159897917121
"GO:0016248 channel inhibitor activity"	0.381798457876372	0.303098959067658	0.381798457876371	0.832819769404687	27	0.381798457876372
"GO:0008484 sulfuric ester hydrolase activity"	0.387536474847875	0.292130784946886	0.387536474847875	0.832819769404687	10	0.387536474847875
"GO:0008137 NADH dehydrogenase (ubiquinone) activity"	0.388974459995118	0.28574310800669	0.388974459995118	0.832819769404687	21	0.388974459995118
"GO:0050136 NADH dehydrogenase (quinone) activity"	0.388974459995118	0.28574310800669	0.388974459995118	0.832819769404687	21	0.388974459995118
"GO:0001102 RNA polymerase II activating transcription factor binding"	0.390392038568611	0.280134993874387	0.390392038568611	0.832819769404687	29	0.390392038568611
"GO:0016791 phosphatase activity"	0.393010145767812	0.271678099514855	0.393010145767812	0.832819769404687	217	0.393010145767812
"GO:0003954 NADH dehydrogenase activity"	0.39426774539809	0.271584876408069	0.39426774539809	0.832819769404687	22	0.39426774539809
"GO:0070011 peptidase activity, acting on L-amino acid peptides"	0.39515630325323	0.265984880758085	0.39515630325323	0.832819769404687	447	0.39515630325323
"GO:0004129 cytochrome-c oxidase activity"	0.396610020695959	0.265536118075514	0.396610020695959	0.832819769404687	21	0.396610020695959
"GO:0015002 heme-copper terminal oxidase activity"	0.396610020695959	0.265536118075514	0.396610020695959	0.832819769404687	21	0.396610020695959
"GO:0016676 oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	0.396610020695959	0.265536118075514	0.396610020695959	0.832819769404687	21	0.396610020695959
"GO:0005452 inorganic anion exchanger activity"	0.396646400795135	0.265774522304291	0.396646400795135	0.832819769404687	15	0.396646400795135
"GO:0043621 protein self-association"	0.397233608189449	0.261637383578294	0.397233608189449	0.832819769404687	35	0.397233608189449
"GO:0050662 coenzyme binding"	0.397951295582626	0.258813120851371	0.397951295582626	0.832819769404687	221	0.397951295582626
"GO:0004860 protein kinase inhibitor activity"	0.398411182543023	0.258174414944918	0.398411182543023	0.832819769404687	67	0.398411182543023
"GO:0015035 protein disulfide oxidoreductase activity"	0.399110400321452	0.259330686282685	0.399110400321452	0.832819769404687	18	0.399110400321452
"GO:0005506 iron ion binding"	0.399392562951482	0.255245747275336	0.399392562951482	0.832819769404687	107	0.399392562951482
"GO:0008047 enzyme activator activity"	0.40127194860699	0.250166910939823	0.40127194860699	0.832819769404687	341	0.40127194860699
"GO:0051536 iron-sulfur cluster binding"	0.404100236888641	0.243446984035959	0.404100236888641	0.832819769404687	61	0.404100236888641
"GO:0051540 metal cluster binding"	0.404100236888641	0.243446984035959	0.404100236888641	0.832819769404687	61	0.404100236888641
"GO:0005159 insulin-like growth factor receptor binding"	0.404579873789625	0.245101673657162	0.404579873789625	0.832819769404687	10	0.404579873789625
"GO:0016675 oxidoreductase activity, acting on a heme group of donors"	0.411940017134696	0.225251802725964	0.411940017134696	0.832819769404687	22	0.411940017134696
"GO:0008237 metallopeptidase activity"	0.412820863242834	0.220496624550029	0.412820863242834	0.832819769404687	144	0.412820863242834
"GO:0044548 S100 protein binding"	0.416710354736999	0.214806136518708	0.416710354736999	0.832819769404687	12	0.416710354736999
"GO:0019210 kinase inhibitor activity"	0.419177032339855	0.204537695454855	0.419177032339855	0.832819769404687	69	0.419177032339855
"GO:0001046 core promoter sequence-specific DNA binding"	0.419759510287143	0.202873898079736	0.419759510287143	0.832819769404687	96	0.419759510287143
"GO:0043130 ubiquitin binding"	0.424146186488536	0.191743988297736	0.424146186488536	0.832819769404687	57	0.424146186488536
"GO:0016655 oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	0.4243651285727	0.192476564045584	0.4243651285727	0.832819769404687	29	0.4243651285727
"GO:0003785 actin monomer binding"	0.427211584013778	0.185894562908887	0.427211584013778	0.832819769404687	19	0.427211584013778
"GO:0048037 cofactor binding"	0.43081796037451	0.174352003845918	0.43081796037451	0.832819769404687	380	0.43081796037451
"GO:0030215 semaphorin receptor binding"	0.435536157007706	0.165102315890179	0.435536157007706	0.832819769404687	15	0.435536157007706
"GO:0033613 activating transcription factor binding"	0.436573190198409	0.160339544709135	0.436573190198409	0.832819769404687	46	0.436573190198409
"GO:0042578 phosphoric ester hydrolase activity"	0.440084758745617	0.150824475084156	0.440084758745617	0.832819769404687	296	0.440084758745617
"GO:0016671 oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"	0.442373989614113	0.147766341969287	0.442373989614113	0.832819769404687	13	0.442373989614113
"GO:0004012 phospholipid-translocating ATPase activity"	0.443073893850964	0.146136721230716	0.443073893850964	0.832819769404687	13	0.443073893850964
"GO:0019200 carbohydrate kinase activity"	0.444775989450816	0.140351567086386	0.444775989450816	0.832819769404687	18	0.444775989450816
"GO:0051213 dioxygenase activity"	0.445661573776083	0.136866233295848	0.445661573776083	0.832819769404687	75	0.445661573776083
"GO:0005545 1-phosphatidylinositol binding"	0.447068205323458	0.135407128519468	0.447068205323458	0.832819769404687	12	0.447068205323458
"GO:0003727 single-stranded RNA binding"	0.447543655347678	0.132224226575299	0.447543655347678	0.832819769404687	56	0.447543655347678
"GO:0019206 nucleoside kinase activity"	0.450664561378132	0.127045950131877	0.450664561378132	0.832819769404687	11	0.450664561378132
"GO:1901505 carbohydrate derivative transmembrane transporter activity"	0.450858225007447	0.124805574415295	0.450858225007447	0.832819769404687	24	0.450858225007447
"GO:0008266 poly(U) RNA binding"	0.452715377688262	0.120995191046652	0.452715377688262	0.832819769404687	13	0.452715377688262
"GO:0019901 protein kinase binding"	0.453929189033199	0.115781674447431	0.453929189033199	0.832819769404687	393	0.453929189033199
"GO:0001047 core promoter binding"	0.457693277734997	0.106374545600575	0.457693277734997	0.832819769404687	141	0.457693277734997
"GO:0016877 ligase activity, forming carbon-sulfur bonds"	0.458935333183697	0.103815059089545	0.458935333183697	0.832819769404687	33	0.458935333183697
"GO:0004869 cysteine-type endopeptidase inhibitor activity"	0.459029089845903	0.103369934883365	0.459029089845903	0.832819769404687	37	0.459029089845903
"GO:0016505 peptidase activator activity involved in apoptotic process"	0.459952584001032	0.103241258281293	0.459952584001032	0.832819769404687	10	0.459952584001032
"GO:0015036 disulfide oxidoreductase activity"	0.46021297576118	0.100760582727489	0.46021297576118	0.832819769404687	28	0.46021297576118
"GO:0005388 calcium-transporting ATPase activity"	0.460872024638859	0.100784322252076	0.460872024638859	0.832819769404687	10	0.460872024638859
"GO:0032182 ubiquitin-like protein binding"	0.465577126346096	0.0865466138043322	0.465577126346096	0.832819769404687	75	0.465577126346096
"GO:0031681 G-protein beta-subunit binding"	0.467137821416667	0.0846444848234202	0.467137821416667	0.832819769404687	10	0.467137821416667
"GO:0001965 G-protein alpha-subunit binding"	0.467333994555475	0.0841318394530839	0.467333994555475	0.832819769404687	10	0.467333994555475
"GO:0004620 phospholipase activity"	0.470053770413994	0.075405753603452	0.470053770413994	0.832819769404687	63	0.470053770413994
"GO:0005212 structural constituent of eye lens"	0.471111653322856	0.0741987093303438	0.471111653322856	0.832819769404687	11	0.471111653322856
